"","Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km."
"722","Coonamble","B9/153 Mt Warning Road, Mount Warning","$89,000"," 1"," 1",371.333333333333,517.207
"723","Broken Hill","80 ROWAN STREET, Manilla","$170,000"," 1"," 3",747.5,1126.84
"724","South Grafton","2 Hickory Street, Leeton","$130,000"," 1"," 3",380.516666666667,597.104
"725","Turramurra","11 Laman Court, Deniliquin","$135,000"," 1"," 3",28.3,23.022
"726","Broken Hill","15 Ashton Street, Narrandera","$105,000"," 1"," 2",747.5,1126.84
"727","Coonamble","12 Downer Avenue, Moree","$110,000"," 1"," 2",371.333333333333,517.207
"728","Broken Hill","92 Yarrow Street, Dunedoo","175,000"," 1"," 4",747.5,1126.84
"729","Scone","10 Angus Avenue, Kandos","$159,000 neg."," 1"," 1",191.116666666667,265.882
"730","Kooringal","86 High Street, Warialda","$169,000"," 1"," 3",275,455.478
"731","Broken Hill","37 Goulburn Drive, Sandy Hollow","$150,000"," 1"," 3",747.5,1126.84
"732","Port Macquarie","267 Ferguson Street, Glen Innes","$130,000"," 1"," 3",245.05,374.344
"733","South Grafton","367 Chester Street, Moree","$130,000"," 1"," 4",380.516666666667,597.104
"734","Winston Hills","25 Ivor Street, Henty","Reduced to $125000"," 2"," 3",11.8333333333333,8.122
"735","Broken Hill","1 Delander Crescent, Moree","$175,000"," 2"," 3",747.5,1126.84
"736","Kelso","17 Sue Crescent, Tamworth","$149,000"," 1"," 3",147.9,180.4
"737","Springfield","1/33 Bruce Street, Tolland","$139,000"," 1"," 2",66.4333333333333,70.3
"738","Cumnock","Address available on request, Warren","$130,000"," 1"," 4",234.65,297.163
"739","Oberon","1 Howard Street, Parkes","$160,000"," 1"," 3",152.283333333333,172.362
"740","Broken Hill","108 Derribong Street, Peak Hill","Awaiting Price Guide"," 2"," 3",747.5,1126.84
"741","Broken Hill","54 Monaghan Street, Cobar","NOW $95,000"," 1"," 3",747.5,1126.84
"742","Broken Hill","7/3 Bulahdelah Way, Bulahdelah","$90,000"," 1"," 1",747.5,1126.84
"743","Aberdeen","6 Prince Street, Junee","$159,000"," 2"," 2",178.466666666667,251.816
"744","Lockhart","42 Bygoo Street, Ardlethan","REDUCED $125,000"," 1"," 3",319.516666666667,519.498
"745","Pooncarie","8 Porter Street, Parkes","$180,000"," 1"," 3",703,1137.758
"746","Broken Hill","120 Bathurst St, Brewarrina","Motivated Vendor asking $95K"," 1"," 2",747.5,1126.84
"747","Coonamble","114 Thornton Street, Wellington","$165,000"," 1"," 3",371.333333333333,517.207
"748","Broken Hill","98 Miller St, Gilgandra","$160,000"," 1"," 3",747.5,1126.84
"749","South Grafton","106 Derribong Street, Peak Hill","$143,000"," 1"," 4",380.516666666667,597.104
"750","Turramurra","36 Waugan St, Gilgandra","$165,000"," 1"," 5",28.3,23.022
"751","Broken Hill","117/15 Quartersessions Road, Tarro","$169,000"," 1"," 2",747.5,1126.84
"752","Coonamble","Site 10 165 Glenworth Valley Road, Mount White","$95,000"," 1"," 2",371.333333333333,517.207
"753","Broken Hill","300 Auburn Street, Moree","$130,000"," 1"," 2",747.5,1126.84
"754","Scone","2 Arunga Street, Moree","$60,000"," 1"," 3",191.116666666667,265.882
"755","Kooringal","115 Stephen Street, Warialda","$159,000"," 1"," 4",275,455.478
"756","Broken Hill","Address available on request, Tullamore","$165,000"," 2"," 4",747.5,1126.84
"757","Port Macquarie","99 Coree Street, Finley","$132,000"," 1"," 3",245.05,374.344
"758","South Grafton","47 Willans Street, Narrandera","$175,000"," 1"," 3",380.516666666667,597.104
"759","Winston Hills","2/274 WICK STREET, Deniliquin","$169,000"," 1"," 3",11.8333333333333,8.122
"760","Broken Hill","3/37 Mayfield Avenue, Armidale","$140,000"," 1"," 2",747.5,1126.84
"761","Kelso","167/12 Slaughterhouse Road, Milton","$120,000"," 1"," 2",147.9,180.4
"762","Springfield","30 Bingara Road, Moree","$85,000"," 1"," 4",66.4333333333333,70.3
"763","Cumnock","20/30 Holden Street, Tweed Heads South","$165,000"," 1"," 2",234.65,297.163
"764","Oberon","8 Arthur Street, Barraba","$159,000"," 1"," 3",152.283333333333,172.362
"765","Broken Hill","10 Norfolk Avenue, Broken Hill","$85,000"," 1"," 3",747.5,1126.84
"766","Broken Hill","355 Albert Street, Deniliquin","REDUCED TO $95,000"," 1"," 3",747.5,1126.84
"767","Broken Hill","62 Yapunyah Street, Barellan","$55,000"," 1"," 1",747.5,1126.84
"768","Aberdeen","69 Wells Street, Finley","$159,000"," 1"," 3",178.466666666667,251.816
"769","Lockhart","96 Market Street, Warialda","$139,000 REDUCED"," 2"," 3",319.516666666667,519.498
"770","Pooncarie","Site 35 586 River Street, West Ballina","$55,000"," 1"," 1",703,1137.758
"771","Broken Hill","Site 49/2-10  Duffys Road, Terrigal","Contact Agent"," 1"," 1",747.5,1126.84
"772","Coonamble","Address available on request, Glen Innes","$168,000"," 1"," 3",371.333333333333,517.207
"773","Broken Hill","23 Cassiterite Street, Ardlethan","$119,000"," 1"," 3",747.5,1126.84
"774","South Grafton","139 Ferguson Street, Glen Innes","$160,000"," 1"," 1",380.516666666667,597.104
"775","Turramurra","21 Cassiterite Street, Ardlethan","$135,000"," 1"," 3",28.3,23.022
"776","Broken Hill","7 Pages Terrace, Coonamble","$89,000"," 1"," 4",747.5,1126.84
"777","Coonamble","Lot 101 Pembroke Road, Cassilis","$150,000"," 1"," 2",371.333333333333,517.207
"778","Broken Hill","80 Anne Street, Moree","$139,000"," 1"," 2",747.5,1126.84
"779","Scone","30 Beechworth Street, Whitton, Leeton","$115,000"," 1"," 2",191.116666666667,265.882
"780","Kooringal","171 Gypsum Street, Broken Hill","$89,000"," 1"," 3",275,455.478
"781","Broken Hill","3/281 Harfleur Street, Deniliquin","$165,000"," 1"," 2",747.5,1126.84
"782","Port Macquarie","101 Mahonga Street, Jerilderie","$125,000.00"," 1"," 3",245.05,374.344
"783","South Grafton","33 Dudley Street, Ashford","$79,000"," 1"," 3",380.516666666667,597.104
"784","Winston Hills","34 Wood Street, Inverell","$179,000"," 1"," 2",11.8333333333333,8.122
"785","Broken Hill","32 Pryor Street, Quirindi","$160,000"," 1"," 3",747.5,1126.84
"786","Kelso","48 Martyn Street, Ashford","$175,000"," 1"," 2",147.9,180.4
"787","Springfield","107 Wrigley Street, Gilgandra","$80,000"," 1"," 4",66.4333333333333,70.3
"788","Cumnock","5 Bridget Street, Finley","$175,000.00"," 1"," 3",234.65,297.163
"789","Oberon","49-51 Sydney Street, Muswellbrook","Awaiting Price Guide"," 1"," 1",152.283333333333,172.362
"790","Broken Hill","12 Short Street, Glen Innes","$165,000"," 1"," 2",747.5,1126.84
"791","Broken Hill","86 Woodenbong Road, Bonalbo","$145,000"," 1"," 2",747.5,1126.84
"792","Broken Hill","7 Maule Lane, Coonamble","$110,000"," 1"," 5",747.5,1126.84
"793","Aberdeen","24 Stonham Street, Forbes","$130,000"," 1"," 3",178.466666666667,251.816
"794","Lockhart","75/2129 Nelson Bay Road, Williamtown","$120,000"," 1"," 2",319.516666666667,519.498
"795","Pooncarie","94 DERRIBONG STREET, Trangie","$169,000"," 1"," 2",703,1137.758
"796","Broken Hill","16 DeBoos Street, Barmedman","REDUCED $140,000"," 1"," 3",747.5,1126.84
"797","Coonamble","8 Wilga Street, Coonamble","$65,000"," 1"," 3",371.333333333333,517.207
"798","Broken Hill","156 Merton Street, Boggabri","$150,000"," 1"," 4",747.5,1126.84
"799","South Grafton","6 Mogille St, Tottenham","$145,000"," 1"," 3",380.516666666667,597.104
"800","Turramurra","70 Wandobah Road, Gunnedah","$175,000"," 1"," 3",28.3,23.022
"801","Broken Hill","42 Wolfe Street, Nimmitabel","$175,000"," 1"," 2",747.5,1126.84
"802","Coonamble","13 Plunkett Street, Warialda","$145,000"," 1"," 4",371.333333333333,517.207
"803","Broken Hill","97-99 Binnia Street, Coolah","Priced Reduced $149,000"," 1"," 3",747.5,1126.84
"804","Scone","17/419 Tarean Road, Karuah","$169,000"," 1"," 2",191.116666666667,265.882
"805","Kooringal","92 Swift Street, Wellington","$150,000"," 1"," 3",275,455.478
"806","Broken Hill","300 Auburn Street, Moree","$130,000"," 1"," 3",747.5,1126.84
"807","Port Macquarie","3/88 Curry Street, Merewether","$1,100,000"," 2"," 3",245.05,374.344
"808","South Grafton","6 Hospital  Street, Coolah","$163,000"," 1"," 2",380.516666666667,597.104
"809","Winston Hills","51 Railway St, Binnaway","$150,000"," 1"," 1",11.8333333333333,8.122
"810","Broken Hill","46 Rose Street, Wee Waa","$149,000"," 1"," 3",747.5,1126.84
"811","Kelso","36 Pinnuck Street, Finley","$139,000"," 1"," 4",147.9,180.4
"812","Springfield","50 Coreen Street, Jerilderie","$120,000.00"," 1"," 3",66.4333333333333,70.3
"813","Cumnock","9 Stirbeck Street, Holbrook","$163,000"," 1"," 3",234.65,297.163
"814","Oberon","13 Simpson Lane, Wellington","$175,000"," 1"," 2",152.283333333333,172.362
"815","Broken Hill","18 Riddell Street, Bingara","$165,000"," 1"," 3",747.5,1126.84
"816","Broken Hill","4 Waratah Avenue, Inverell","$144,000"," 1"," 3",747.5,1126.84
"817","Broken Hill","307 Edward Street, Moree","$130,000 - 10.4% ROI - Recently Reduced"," 1"," 3",747.5,1126.84
"818","Aberdeen","375 Hay Road, Deniliquin","For Sale $179,000"," 2"," 3",178.466666666667,251.816
"819","Lockhart","14 Yarran Street, Coonamble","$160,000"," 1"," 3",319.516666666667,519.498
"820","Pooncarie","1 WARRINA CRESCENT, Moree","$150,000"," 1"," 3",703,1137.758
"821","Broken Hill","61 ANNE STREET, Moree","$150,000"," 1"," 3",747.5,1126.84
"822","Coonamble","48 Kindra St, Rand","$139,000"," 1"," 3",371.333333333333,517.207
"823","Broken Hill","54 Whitley Street, Wellington","$120,000"," 1"," 3",747.5,1126.84
"824","South Grafton","1 Corbett Street, Darlington Point","$182,000"," 1"," 3",380.516666666667,597.104
"825","Turramurra","93 Dewhurst Street, Werris Creek","$169,000"," 1"," 2",28.3,23.022
"826","Broken Hill","1 Main Street, Bonalbo","$159,000 - Under Offer"," 1"," 2",747.5,1126.84
"827","Coonamble","38 New England Highway, Willow Tree","$125,000"," 1"," 3",371.333333333333,517.207
"828","Broken Hill","97-99 Murray Street, Finley","$90,000"," 1"," 1",747.5,1126.84
"829","Scone","27 Coreen Street, Jerilderie","$89,999"," 1"," 4",191.116666666667,265.882
"830","Kooringal","98/429 Pacific Highway, Coffs Harbour","$150,000"," 1"," 3",275,455.478
"831","Broken Hill","197-203 Culcairn Holbrook Road, Holbrook","$175,000"," 1"," 3",747.5,1126.84
"832","Port Macquarie","287 Duncan Street, Deniliquin","$125,000"," 1"," 2",245.05,374.344
"833","South Grafton","8 Osborne Street, Finley","$125,000"," 1"," 3",380.516666666667,597.104
"834","Winston Hills","23 Morago Street, Moulamein","$90,000 plus GST"," 1"," 1",11.8333333333333,8.122
"835","Broken Hill","93 Wee Waa St, Boggabri","$125,000 - Price Reduced!"," 2"," 3",747.5,1126.84
"836","Kelso","Address available on request, Tullibigeal","$149,000"," 1"," 4",147.9,180.4
"837","Springfield","68 Wynne Street, Inverell","$149,000 REDUCED"," 1"," 3",66.4333333333333,70.3
"838","Cumnock","257 Iodide Street, Broken Hill","$93,000"," 1"," 3",234.65,297.163
"839","Oberon","24 Cattleyards Road, Harden","$120,000"," 1"," 3",152.283333333333,172.362
"840","Broken Hill","31-33  Lachlan Street, Bogan Gate","Awaiting Price Guide"," 1"," 3",747.5,1126.84
"841","Broken Hill","6-8 Castlereagh St, Baradine","$119,000"," 1"," 3",747.5,1126.84
"842","Broken Hill","17 Anzac Parade, Werris Creek","$175000"," 1"," 3",747.5,1126.84
"843","Aberdeen","8 Purcell Drive, Narrabri","$129,000"," 1"," 3",178.466666666667,251.816
"844","Lockhart","72 Jellicoe Street, Temora","$165,000"," 1"," 2",319.516666666667,519.498
"845","Pooncarie","38-40 Binnia Street, Coolah","$140,000"," 2"," 5",703,1137.758
"846","Broken Hill","42 Urben Street, Urbenville","$145,000"," 1"," 1",747.5,1126.84
"847","Coonamble","40 Enmore St, Trangie","$135,000"," 1"," 2",371.333333333333,517.207
"848","Broken Hill","12 Bogan Street, Forbes","$130,000"," 1"," 2",747.5,1126.84
"849","South Grafton","23-25 De Meyrick Avenue, Casula","Call Agent"," 3"," 6",380.516666666667,597.104
"850","Turramurra","25 Alice Street, Barraba","$155,000"," 1"," 3",28.3,23.022
"851","Broken Hill","46 Alexander Street, Stuart Town","$125,000"," 1"," 2",747.5,1126.84
"852","Coonamble","2/66 Bloomfield Street, South Kempsey","$160,000 - NEW PRICE!"," 1"," 2",371.333333333333,517.207
"853","Broken Hill","18 Limerick Street, Coonamble","$65,000"," 1"," 3",747.5,1126.84
"854","Scone","19 Warren Road, Gilgandra","$169,000"," 1"," 3",191.116666666667,265.882
"855","Kooringal","7 Coronation Avenue, Werris Creek","$125,000"," 1"," 3",275,455.478
"856","Broken Hill","105 Dewhurst Street, Werris Creek","$100,000"," 1"," 3",747.5,1126.84
"857","Port Macquarie","177 Tree Tops Blvd, MVRV, Murwillumbah","$125,000"," 1"," 2",245.05,374.344
"858","South Grafton","26 Evans Drive, Wellington","$150,000"," 1"," 3",380.516666666667,597.104
"859","Winston Hills","48-50 Binnia Street, Coolah","$140,000"," 1"," 2",11.8333333333333,8.122
"860","Broken Hill","26 Prince Street, Old Bonalbo","$129,000"," 2"," 3",747.5,1126.84
"861","Kelso","19 Quicks Road, Tocumwal","$30,000"," 1"," 1",147.9,180.4
"862","Springfield","10 Gloucester Street, Junee","$169,000"," 1"," 3",66.4333333333333,70.3
"863","Cumnock","121 Chanter St, Berrigan","$149,000"," 1"," 3",234.65,297.163
"864","Oberon","2 Andy Poole Drive, Tathra","$149,000"," 1"," 2",152.283333333333,172.362
"865","Broken Hill","94 Market Street, Warialda","$160,000"," 1"," 3",747.5,1126.84
"866","Broken Hill","2 Coonamble Terrace, Coonamble","$149,000"," 1"," 2",747.5,1126.84
"867","Broken Hill","55 Alexander Street, Stuart Town","$135,000"," 1"," 2",747.5,1126.84
"868","Aberdeen","24 Bimble Street, Coonamble","$149,000"," 1"," 2",178.466666666667,251.816
"869","Lockhart","50 Hinds Street, Narrabri","$130,000"," 1"," 3",319.516666666667,519.498
"870","Pooncarie","73  Maughan Street, Wellington","$158,000"," 1"," 3",703,1137.758
"871","Broken Hill","329 Auburn Street, Moree","$95,000"," 1"," 3",747.5,1126.84
"872","Coonamble","30 Eugene Street, Inverell","$149,000"," 1"," 3",371.333333333333,517.207
"873","Broken Hill","109 Jamieson Street, Broken Hill","$125,000"," 1"," 2",747.5,1126.84
"874","South Grafton","323 Edward Street, Moree","$89,000 NEG"," 1"," 3",380.516666666667,597.104
"875","Turramurra","1 Hay Street, Condobolin","$45,000"," 1"," 1",28.3,23.022
"876","Broken Hill","170/145 Kennedy Drive, Tweed Heads","$119,000"," 1"," 2",747.5,1126.84
"877","Coonamble","80 ST GEORGE STREET, Mungindi","$69,000"," 1"," 3",371.333333333333,517.207
"878","Broken Hill","13 Buna Street, Ashmont","$130,000"," 1"," 3",747.5,1126.84
"879","Scone","221 William Street, Hay","$110,000"," 1"," 3",191.116666666667,265.882
"880","Kooringal","31 Wee Waa Street, Boggabri","$149,500"," 1"," 3",275,455.478
"881","Broken Hill","9 Bonada Avenue Mumbil via, Wellington","$49,900"," 1"," 2",747.5,1126.84
"882","Port Macquarie","56 Boori Street, Peak Hill","$92,000"," 1"," 3",245.05,374.344
"883","South Grafton","337 Auburn Street, Moree","$110,000"," 1"," 3",380.516666666667,597.104
"884","Winston Hills","Address available on request, Cootamundra","$155000"," 1"," 3",11.8333333333333,8.122
"885","Broken Hill","33 Arthur Street, Narrandera","$145,000"," 1"," 3",747.5,1126.84
"886","Kelso","155/50 Junction Road, Barrack Point","$89,500"," 1"," 1",147.9,180.4
"887","Springfield","112 Dalgarno Street, Coonabarabran","$162,000"," 1"," 4",66.4333333333333,70.3
"888","Cumnock","131 MacQueen Street, Aberdeen","Price Reduced $110,000"," 1"," 3",234.65,297.163
"889","Oberon","36 Plunkett St, Warialda","$138,000"," 1"," 3",152.283333333333,172.362
"890","Broken Hill","108 Gisborne Street, Wellington","$130,000"," 1"," 4",747.5,1126.84
"891","Broken Hill","55-59 Castlereagh St, Baradine","$180,000"," 1"," 4",747.5,1126.84
"892","Broken Hill","31 Kook Street, Darlington Point","$178,000"," 1"," 2",747.5,1126.84
"893","Aberdeen","11 WHITE ST, Coonabarabran","$135,000"," 1"," 4",178.466666666667,251.816
"894","Lockhart","1308 Brungle Road, Brungle","$160,000"," 1"," 1",319.516666666667,519.498
"895","Pooncarie","64 Martin  Street, Coolah","$169,000"," 1"," 2",703,1137.758
"896","Broken Hill","3 Thornton Ave, Warren","$139,000"," 1"," 3",747.5,1126.84
"897","Coonamble","38 Enmore St, Trangie","$135,000"," 1"," 2",371.333333333333,517.207
"898","Broken Hill","15 Agate Street, Tingha","$100,000"," 1"," 2",747.5,1126.84
"899","South Grafton","4-6 Renwick Street, Barmedman","$169,900"," 2"," 4",380.516666666667,597.104
"900","Turramurra","69 Queen Street, Barmedman","Price Guide $108,000 - $118,000"," 2"," 2",28.3,23.022
"901","Broken Hill","Address available on request, Warren","$105,000"," 1"," 2",747.5,1126.84
"902","Coonamble","34 Queen Street, Barraba","$99,000"," 1"," 2",371.333333333333,517.207
"903","Broken Hill","337 Boston Street, Moree","$139,000"," 1"," 3",747.5,1126.84
"904","Scone","37 Leura Road, Orange","$175,000"," 1"," 3",191.116666666667,265.882
"905","Kooringal","Address available on request, Cootamundra","$155,000"," 1"," 3",275,455.478
"906","Broken Hill","24A Moama Street, Mathoura","Offers Welcome"," 2"," 2",747.5,1126.84
"907","Port Macquarie","138 Maughan Street, Wellington","$139,750.00"," 1"," 2",245.05,374.344
"908","South Grafton","356 Edward Street, Moree","$125,000"," 1"," 3",380.516666666667,597.104
"909","Winston Hills","27 Goobang Street, Condobolin","$85,000"," 1"," 3",11.8333333333333,8.122
"910","Broken Hill","27 Plunkett Street, Warialda","$80,000"," 1"," 3",747.5,1126.84
"911","Kelso","13 Heber Street, Bingara","$170,000"," 1"," 3",147.9,180.4
"912","Springfield","163 Percy Street, Wellington","$149,000"," 1"," 2",66.4333333333333,70.3
"913","Cumnock","140 - 142 Mayne Street, Gulgong","$149,000 Priced to Sell"," 1"," 2",234.65,297.163
"914","Oberon","44 Green Street, Cobar","$115,000"," 1"," 3",152.283333333333,172.362
"915","Broken Hill","30 Short Street, Wellington","$169,000"," 1"," 3",747.5,1126.84
"916","Broken Hill","71 Bendemeer Street, Bundarra","Awaiting Price Guide"," 1"," 3",747.5,1126.84
"917","Broken Hill","13 Nowranie Street, Jerilderie","$99,000.00"," 1"," 2",747.5,1126.84
"918","Aberdeen","6/731 Princes Highway, Eden","$175,000"," 1"," 2",178.466666666667,251.816
"919","Lockhart","97 Dumaresq Street, Glen Innes","$166,000"," 1"," 3",319.516666666667,519.498
"920","Pooncarie","3 Marsh Street, Wellington","$145,000"," 1"," 3",703,1137.758
"921","Broken Hill","6 15-17 Tycannah Street, Moree","$75,000"," 1"," 2",747.5,1126.84
"922","Coonamble","40 King Street, Narrandera","$70,000"," 1"," 2",371.333333333333,517.207
"923","Broken Hill","90 Grovers Lane, Glen Innes","$140,000"," 2"," 4",747.5,1126.84
"924","South Grafton","Address available on request, Bingara","$90,000"," 1"," 1",380.516666666667,597.104
"925","Turramurra","292 Poictiers Street, Deniliquin","Priced reduced NOW $169,000"," 1"," 3",28.3,23.022
"926","Broken Hill","24 Kirndeen St, Culcairn","NEW PRICE $155,000"," 1"," 4",747.5,1126.84
"927","Coonamble","23 William Street, Narrandera","Reduced $127,000"," 1"," 3",371.333333333333,517.207
"928","Broken Hill","11 Tualka Terrace, Moulamein","$98,000"," 1"," 3",747.5,1126.84
"929","Scone","131 Summerland Way, Kyogle","$105,000"," 1"," 1",191.116666666667,265.882
"930","Kooringal","Address available on request, Warren","$129,000"," 1"," 3",275,455.478
"931","Broken Hill","25 Hill Street, Quirindi","$110,000"," 1"," 1",747.5,1126.84
"932","Port Macquarie","25 William Street, Narrandera","Reduced $164,000"," 1"," 3",245.05,374.344
"933","South Grafton","4 Mitchell Street, Moree","$135,000"," 1"," 2",380.516666666667,597.104
"934","Winston Hills","50 Tycannah Street, Moree","$125,000"," 2"," 3",11.8333333333333,8.122
"935","Broken Hill","332 Chester Street, Moree","$110,000"," 1"," 2",747.5,1126.84
"936","Kelso","6 Bowler St, Eugowra","$165,000"," 1"," 4",147.9,180.4
"937","Springfield","4 Waratah Avenue, Inverell","$144,000"," 1"," 3",66.4333333333333,70.3
"938","Cumnock","173 DANDALOO STREET, Narromine","$170,000"," 2"," 3",234.65,297.163
"939","Oberon","327 Boston St, Moree","$95,000"," 1"," 2",152.283333333333,172.362
"940","Broken Hill","104B Pierce Street, Wellington","$145,000"," 1"," 2",747.5,1126.84
"941","Broken Hill","17 Condamine Street, Ungarie","REDUCED $99,000"," 1"," 3",747.5,1126.84
"942","Broken Hill","93 Tilga St, Canowindra","$160,000"," 1"," 3",747.5,1126.84
"943","Aberdeen","86 Woodenbong Road, Bonalbo","$145,000"," 1"," 2",178.466666666667,251.816
"944","Lockhart","61 Clive Street, Inverell","$175,000"," 1"," 3",319.516666666667,519.498
"945","Pooncarie","98 Moore Street, Emmaville","$165,000"," 1"," 4",703,1137.758
"946","Broken Hill","41 Morish Street, Broken Hill","$115,000"," 1"," 4",747.5,1126.84
"947","Coonamble","Lot 9 Purcell Drive, Woodstock","$180,000"," 1"," 2",371.333333333333,517.207
"948","Broken Hill","17 Bukkulla Street, Ashford","$135,000"," 1"," 2",747.5,1126.84
"949","South Grafton","696 Chapple Street, Broken Hill","$115,000"," 1"," 3",380.516666666667,597.104
"950","Turramurra","14 Warrmatta Street, Finley","$105,000"," 1"," 4",28.3,23.022
"951","Broken Hill","5 Kennard Street, Wellington","$140,000"," 1"," 3",747.5,1126.84
"952","Coonamble","38 Kindra Street, Rand","NEW PRICE $110,000"," 1"," 3",371.333333333333,517.207
"953","Broken Hill","36 Rodney Street, Barraba","$149,000"," 1"," 3",747.5,1126.84
"954","Scone","14-16 Head Street, Bombala","$140,000"," 1"," 3",191.116666666667,265.882
"955","Kooringal","20-22 Berrigan Road, Finley","$125,000.00"," 1"," 2",275,455.478
"956","Broken Hill","2/4 Delray Court, Maryland","$475,000"," 1"," 3",747.5,1126.84
"957","Port Macquarie","12 Warrina Crescent, Moree","$160,000"," 1"," 3",245.05,374.344
"958","South Grafton","38 Arthur Street, Wellington","$209,500"," 1"," 3",380.516666666667,597.104
"959","Winston Hills","28 Camp St, Coonabarabran","All reasonable offers will be looked at  !"," 1"," 2",11.8333333333333,8.122
"960","Broken Hill","21 Sawmill Lane, Kingstown","$120,000"," 1"," 2",747.5,1126.84
"961","Kelso","24 Holding Street, Menindee","$70,000 REASONABLE OFFERS CONSIDERED"," 1"," 2",147.9,180.4
"962","Springfield","35-37 Parkes Street, Wellington","$159,000"," 2"," 4",66.4333333333333,70.3
"963","Cumnock","5/210 Pacific Highway, Coffs Harbour","$155,000 Negotiable"," 1"," 2",234.65,297.163
"964","Oberon","7 Jack Street, Inverell","$190,000"," 1"," 3",152.283333333333,172.362
"965","Broken Hill","24 Belah Street, Rand","$90,000"," 1"," 3",747.5,1126.84
"966","Broken Hill","290 Warialda Street, Moree","$130,000"," 1"," 3",747.5,1126.84
"967","Broken Hill","13 Cornish Street, Cobar","NOW $119,000"," 1"," 2",747.5,1126.84
"968","Aberdeen","46 Capeen  Street, Bonalbo","$159,000"," 1"," 3",178.466666666667,251.816
"969","Lockhart","55/2 Mulloway Road, Chain Valley Bay","$160,000 - $175,000"," 1"," 2",319.516666666667,519.498
"970","Pooncarie","468 Macauley Street, Hay","$145,000"," 1"," 3",703,1137.758
"971","Broken Hill","150 Parker Street, Hay","$140,000"," 1"," 3",747.5,1126.84
"972","Coonamble","152 Parker Street, Hay","$140,000"," 1"," 2",371.333333333333,517.207
"973","Broken Hill","56/491 River Street, Ballina","$145,000"," 2"," 2",747.5,1126.84
"974","South Grafton","3 Cowper Street, Wee Waa","FOR SALE $170,000"," 1"," 3",380.516666666667,597.104
"975","Turramurra","Address available on request, Bingara","$169,000"," 1"," 2",28.3,23.022
"976","Broken Hill","330 Chester Street, Moree","$169,000"," 1"," 3",747.5,1126.84
"977","Coonamble","Lot 64 Bushlands Road, Tocumwal","$140,000"," 1"," 2",371.333333333333,517.207
"978","Broken Hill","10 Sweetwater Drive, Henty","$165,000"," 1"," 2",747.5,1126.84
"979","Scone","17-19 Bathurst St, Brewarrina","$110,000"," 1"," 3",191.116666666667,265.882
"980","Kooringal","26 Yalcogrin Street, Gulargambone","UNDER OFFER!"," 1"," 3",275,455.478
"981","Broken Hill","91 Queen Street, Warialda","$159,000"," 1"," 3",747.5,1126.84
"982","Port Macquarie","6/16 Boundary Street, Moree","$124,000 negotiable"," 1"," 2",245.05,374.344
"983","South Grafton","63 Wamboin Street, Gilgandra","$154,000"," 1"," 4",380.516666666667,597.104
"984","Winston Hills","45  FITZROY STREET, Barraba","$129,000"," 2"," 2",11.8333333333333,8.122
"985","Broken Hill","86/30 Holden Drive, Tweed Heads South","Reduced $169,000"," 1"," 2",747.5,1126.84
"986","Kelso","344 Edward Street, Moree","$150,000"," 1"," 3",147.9,180.4
"987","Springfield","19 & 20/111 Widgeram Road, Tura Beach","$110,000"," 1"," 2",66.4333333333333,70.3
"988","Cumnock","156 Arthur Street, Wellington","$145,000 New Price!"," 2"," 3",234.65,297.163
"989","Oberon","4 Railway Street, Gilgandra","$148,000"," 2"," 2",152.283333333333,172.362
"990","Broken Hill","7 Hampden Street, Finley","$118,000"," 2"," 4",747.5,1126.84
"991","Broken Hill","4 John Gray Avenue, Wee Waa","$175,000"," 1"," 4",747.5,1126.84
"992","Broken Hill","80 Anne Street, Moree","$125,000"," 1"," 2",747.5,1126.84
"993","Aberdeen","1 William Street, Urana","$175,000"," 2"," 3",178.466666666667,251.816
"994","Lockhart","64 Twynam Street, Narrandera","Reduced $115,000"," 1"," 3",319.516666666667,519.498
"995","Pooncarie","69-71 Railway Parade, Gravesend","$159,000"," 1"," 3",703,1137.758
"996","Broken Hill","4/12 Slaughterhouse Road, Milton","$69,000 or reasonable offers"," 1"," 1",747.5,1126.84
"997","Coonamble","36 Castlereagh Street, Coonamble","$150,000 ONO"," 1"," 1",371.333333333333,517.207
"998","Broken Hill","9 Dibbs Street, Wellington","$144,500.00"," 1"," 5",747.5,1126.84
"999","South Grafton","55 Railway Parade, Gravesend","$110,000"," 1"," 3",380.516666666667,597.104
"1000","Turramurra","108 Aberford Street, Coonamble","$160,000 - $170,000"," 1"," 4",28.3,23.022
"1001","Broken Hill","25 Ross Street, Coonamble","$145,000 - $155,000"," 1"," 4",747.5,1126.84
"1002","Coonamble","Address available on request, Wellington","Express sale"," 1"," 3",371.333333333333,517.207
"1003","Broken Hill","84 William street, Condobolin","$70,000"," 1"," 1",747.5,1126.84
"1004","Scone","12 Queen, Baradine","$105,000"," 1"," 3",191.116666666667,265.882
"1005","Kooringal","7 Ogle Avenue, Quirindi","Reduce to $172,500"," 1"," 3",275,455.478
"1006","Broken Hill","21 John Street, Coonabarabran","$149,000"," 1"," 3",747.5,1126.84
"1007","Port Macquarie","3 Waugoola Street, Cowra","$210,000"," 1"," 2",245.05,374.344
"1008","South Grafton","68/12 Slaughterhouse Road, Milton","$170,000"," 1"," 2",380.516666666667,597.104
"1009","Winston Hills","88 Jerilderie Street, Jerilderie","$135,000"," 1"," 3",11.8333333333333,8.122
