"X","Suburb","Address","Price","Baths","Beds","DistanceTime.min.","Distance.km.","Status","Date"
302,"Coonamble","8 Railway Avenue, Wellington","$159,500",1,3,371.333333333333,517.207,"ForSale",NA
303,"Broken Hill","18 Hickory Street, Leeton","$125,000",1,3,747.5,1126.84,"ForSale",NA
304,"Scone","Site 82 Brooms Head Caravan Park, Brooms Head","$49,000",1,1,191.116666666667,265.882,"ForSale",NA
305,"Kooringal","1A/29 Cutler Drive, Wyong","$90,000",1,1,275,455.478,"ForSale",NA
306,"Broken Hill","78 Monaghan Street, Cobar","$170,000",1,3,747.5,1126.84,"ForSale",NA
307,"Port Macquarie","17-19 West Street, Pooncarie","$85,000",2,3,245.05,374.344,"ForSale",NA
308,"South Grafton","Address available on request, Glen Innes","$165,000",1,3,380.516666666667,597.104,"ForSale",NA
309,"Winston Hills","34 Swift Street, Wellington","$160,000",1,3,11.8333333333333,8.122,"ForSale",NA
310,"Broken Hill","73 Tudor St, Bourke","Asking $155,000",1,3,747.5,1126.84,"ForSale",NA
311,"Kelso","12 Bogan Street, Forbes","$130,000",1,1,147.9,180.4,"ForSale",NA
312,"Springfield","15/16 Anne Lane, Chinderah","$125,000",1,1,66.4333333333333,70.3,"ForSale",NA
313,"Cumnock","32 Coonamble Street, Gulargambone","$94,000",1,3,234.65,297.163,"ForSale",NA
314,"Oberon","Address available on request, Laurieton","$55,000",1,1,152.283333333333,172.362,"ForSale",NA
315,"Broken Hill","38 Simpson Street, Wellington","$175,000",1,4,747.5,1126.84,"ForSale",NA
317,"Broken Hill","129 Warne Street, Wellington","$150,000",1,3,747.5,1126.84,"ForSale",NA
318,"Aberdeen","145 MERILBA STREET, Narromine","$139,000",1,2,178.466666666667,251.816,"ForSale",NA
319,"Lockhart","4 Dooral St, Brewarrina","Asking price $125,000",1,4,319.516666666667,519.498,"ForSale",NA
320,"Pooncarie","4/15 Industrial Close, Muswellbrook","$120,000",1,1,703,1137.758,"ForSale",NA
321,"Broken Hill","71 Church Avenue, Quirindi","$120,000",1,4,747.5,1126.84,"ForSale",NA
322,"Coonamble","116/88 Holdom Road, Karuah","$120000 negotiable",1,2,371.333333333333,517.207,"ForSale",NA
323,"Broken Hill","4 Donald Lane, GLENCOE, Glen Innes","$100,000",1,1,747.5,1126.84,"ForSale",NA
324,"South Grafton","16 Tycannah Street, Moree","$99,000",1,3,380.516666666667,597.104,"ForSale",NA
327,"Coonamble","76 Railway Ave, Coolah","$170,000",2,5,371.333333333333,517.207,"ForSale",NA
328,"Broken Hill","1/10 Gundebri Street, Aberdeen","$159,000",1,2,747.5,1126.84,"ForSale",NA
329,"Scone","130 Alma Street, Wee Waa","$148,000",1,3,191.116666666667,265.882,"ForSale",NA
330,"Kooringal","88 Ryan Street, Broken Hill","$97,500",1,3,275,455.478,"ForSale",NA
331,"Broken Hill","23 Quinn Street, West Tamworth","Offers over $164,800",1,3,747.5,1126.84,"ForSale",NA
332,"Port Macquarie","31 Ebor Street, Ebor","$165,000",1,2,245.05,374.344,"ForSale",NA
333,"South Grafton","10 Carolan Place, Narrandera","$110,000",1,2,380.516666666667,597.104,"ForSale",NA
334,"Winston Hills","28 DE BOOS STREET, Barmedman","$110,000",1,2,11.8333333333333,8.122,"ForSale",NA
335,"Broken Hill","144 Ferguson Street, Glen Innes","$170,000",1,3,747.5,1126.84,"ForSale",NA
336,"Kelso","20 Sheather, Khancoban","$159,000",1,2,147.9,180.4,"ForSale",NA
337,"Springfield","19 East Street, Canowindra","$149,000",1,2,66.4333333333333,70.3,"ForSale",NA
338,"Cumnock","51/229 Ocean Drive, Lakewood","$125,500",1,2,234.65,297.163,"ForSale",NA
339,"Oberon","160 Hawker Street, Quirindi","$100,000",1,2,152.283333333333,172.362,"ForSale",NA
340,"Broken Hill","111 Railway Road, West Wyalong","$95,000",1,3,747.5,1126.84,"ForSale",NA
341,"Broken Hill","7 Edghill Place, Tolland","$175,000",2,4,747.5,1126.84,"ForSale",NA
342,"Broken Hill","17 to 21 Hart St, Junee","$169,000",1,3,747.5,1126.84,"ForSale",NA
343,"Aberdeen","34 Bruce Street, Tolland","$149,000",1,3,178.466666666667,251.816,"ForSale",NA
344,"Lockhart","Site 16c Myola Holiday Park, Callala Beach","$55,000 - $65,000",1,2,319.516666666667,519.498,"ForSale",NA
345,"Pooncarie","15 Read st, Khancoban","$175,000",2,3,703,1137.758,"ForSale",NA
346,"Broken Hill","10 Blacksmith Street, Cliftleigh","$165,900 to $225,900",2,4,747.5,1126.84,"ForSale",NA
347,"Coonamble","12/586 River Street, Ballina","$140,000",1,2,371.333333333333,517.207,"ForSale",NA
348,"Broken Hill","317a HARFLEUR STREET, Deniliquin","$130,000",1,4,747.5,1126.84,"ForSale",NA
350,"Turramurra","54 Booyamurra Street, Coolah","$175,000",1,3,28.3,23.022,"ForSale",NA
351,"Broken Hill","1 Macartney Street, Merriwa","$157,000",1,2,747.5,1126.84,"ForSale",NA
352,"Coonamble","37 Fitzroy Street, Barraba","$140,000",1,2,371.333333333333,517.207,"ForSale",NA
353,"Broken Hill","Address available on request, Lakewood","$110,000",1,2,747.5,1126.84,"ForSale",NA
354,"Scone","45  Cardigan Street, Tullamore","$95,000",1,4,191.116666666667,265.882,"ForSale",NA
355,"Kooringal","93 Central Park Drive, Bow Bowing","$559,950",1,4,275,455.478,"ForSale",NA
356,"Broken Hill","134 Alma Street, Wee Waa","FOR SALE $160,000",1,2,747.5,1126.84,"ForSale",NA
357,"Port Macquarie","453 Church Street, Hay","$150,000",3,5,245.05,374.344,"ForSale",NA
358,"South Grafton","137 Little Barber Street, Gunnedah","$159,000",1,2,380.516666666667,597.104,"ForSale",NA
359,"Winston Hills","14 Frederick Street, Cobar","$149,000",1,2,11.8333333333333,8.122,"ForSale",NA
360,"Broken Hill","3 Askin Avenue, Barraba","$145,000",1,3,747.5,1126.84,"ForSale",NA
361,"Kelso","44 McAllister Street, Finley","$135,000",1,4,147.9,180.4,"ForSale",NA
362,"Springfield","29 Evelyn Street, Eugowra","$160,000",1,2,66.4333333333333,70.3,"ForSale",NA
363,"Cumnock","332 BOSTON STREET, Moree","$145,000",1,2,234.65,297.163,"ForSale",NA
364,"Oberon","51 Mallee Street, Barellan","$139,000",1,3,152.283333333333,172.362,"ForSale",NA
365,"Broken Hill","11 Warmatta Street, Finley","$127,000",1,2,747.5,1126.84,"ForSale",NA
366,"Broken Hill","324 Boston Street, Moree","$118,000",1,2,747.5,1126.84,"ForSale",NA
367,"Broken Hill","89 Bogan Street, Parkes","$175,000",1,2,747.5,1126.84,"ForSale",NA
368,"Aberdeen","4 Elliott Street, Narrabri","$150,000",2,4,178.466666666667,251.816,"ForSale",NA
369,"Lockhart","36 Murray Street, Cootamundra","$150,000",1,3,319.516666666667,519.498,"ForSale",NA
370,"Pooncarie","2 Cave Street, Ganmain","$149,000",1,3,703,1137.758,"ForSale",NA
371,"Broken Hill","26 Waratah Crescent, West Albury","$159,000",1,3,747.5,1126.84,"ForSale",NA
372,"Coonamble","672 Lane Lane, Broken Hill","$145,000",1,3,371.333333333333,517.207,"ForSale",NA
373,"Broken Hill","127 Oakham Street, Boggabri","$149,000",1,4,747.5,1126.84,"ForSale",NA
374,"South Grafton","31 Victoria Street, Red Range","$149,000",1,3,380.516666666667,597.104,"ForSale",NA
375,"Turramurra","2/427 Harfleur St, Deniliquin","For Sale $145,000",1,2,28.3,23.022,"ForSale",NA
376,"Broken Hill","122 Maxwell Street, Wellington","$110,000",1,3,747.5,1126.84,"ForSale",NA
377,"Coonamble","27 Yarrien Street, Barham","$148,000",1,2,371.333333333333,517.207,"ForSale",NA
379,"Scone","35 DE BOOS STREET, Barmedman","NOW $130,000",1,4,191.116666666667,265.882,"ForSale",NA
380,"Kooringal","24 Boree Street, Cudal","$159,000",1,3,275,455.478,"ForSale",NA
381,"Broken Hill","60 Burnett Street, Delungra","$154,000",1,3,747.5,1126.84,"ForSale",NA
382,"Port Macquarie","132 Dewhurst Street, Werris Creek","$159,000",1,2,245.05,374.344,"ForSale",NA
383,"South Grafton","7 Wood Street, Jerilderie","$139,000.00",1,3,380.516666666667,597.104,"ForSale",NA
384,"Winston Hills","37 Adelaide Street, Moree","$65,000",1,3,11.8333333333333,8.122,"ForSale",NA
385,"Broken Hill","54 Bourke Street, Cowra","$149,900",1,3,747.5,1126.84,"ForSale",NA
386,"Kelso","17 North Boyd Street, Nimmitabel","$140,000",1,2,147.9,180.4,"ForSale",NA
387,"Springfield","22 Drummond Street, Moree","$119,000",1,4,66.4333333333333,70.3,"ForSale",NA
388,"Cumnock","7/270 Hastings River Drive, Port Macquarie","$115,000",1,2,234.65,297.163,"ForSale",NA
389,"Oberon","19 Morris Street, Gilgandra","$95,000",1,2,152.283333333333,172.362,"ForSale",NA
390,"Broken Hill","125 Dick Street, Deniliquin","$169,000",1,4,747.5,1126.84,"ForSale",NA
391,"Broken Hill","52 Severn Street, Deepwater","$159,000",1,2,747.5,1126.84,"ForSale",NA
392,"Broken Hill","12 Riddell Street, Warialda","$129,000",1,2,747.5,1126.84,"ForSale",NA
393,"Aberdeen","50 Tycannah Street, Moree","$125,000",1,3,178.466666666667,251.816,"ForSale",NA
394,"Lockhart","36 Cedar Crescent, Forbes","$90,000",1,3,319.516666666667,519.498,"ForSale",NA
395,"Pooncarie","14 Gardinia Street, Springdale Heights","$169,000",1,3,703,1137.758,"ForSale",NA
396,"Broken Hill","95/143 Nursery Road, Macksville","$160,000",1,2,747.5,1126.84,"ForSale",NA
397,"Coonamble","333 Edward Street, Moree","$135,000",1,3,371.333333333333,517.207,"ForSale",NA
398,"Broken Hill","84 Maybe Street, Bombala","$159,500",1,3,747.5,1126.84,"ForSale",NA
399,"South Grafton","42 Tingira Avenue, West Tamworth","$135,000",1,2,380.516666666667,597.104,"ForSale",NA
400,"Turramurra","Site 39 491 River Street, Ballina","$150,000",1,2,28.3,23.022,"ForSale",NA
401,"Broken Hill","95 Hunter, Glen Innes","$148,000",1,2,747.5,1126.84,"ForSale",NA
402,"Coonamble","34 Rodney Street, Barraba","$135,000",1,2,371.333333333333,517.207,"ForSale",NA
403,"Broken Hill","8 Lachlan Street, Leeton","$175,000",2,3,747.5,1126.84,"ForSale",NA
404,"Scone","38/333 Cessnock Road, Gillieston Heights","$169,000",1,2,191.116666666667,265.882,"ForSale",NA
405,"Kooringal","23 Wombat Street, Young","$179,000",1,3,275,455.478,"ForSale",NA
406,"Broken Hill","41 Market Street, Muswellbrook","$160,000 - $179,500",1,2,747.5,1126.84,"ForSale",NA
407,"Port Macquarie","144/186 Chinderah Bay Road, Chinderah","Reduced $10,000 for quick sale, now $175,000",1,2,245.05,374.344,"ForSale",NA
408,"South Grafton","63 Mertin Street, Bourke","$165,000",1,3,380.516666666667,597.104,"ForSale",NA
409,"Winston Hills","Lot 149 Church Road, Lower Acacia Creek","$160,000",1,3,11.8333333333333,8.122,"ForSale",NA
410,"Broken Hill","Address available on request, Stuart Town","$139,000",1,2,747.5,1126.84,"ForSale",NA
411,"Kelso","Lot 37 Wonbobbie Street, Collie","$170,000",2,3,147.9,180.4,"ForSale",NA
412,"Springfield","7 Carabeen Avenue, Leeton","$169,000",1,3,66.4333333333333,70.3,"ForSale",NA
413,"Cumnock","15 Gossamer Street, Leeton","$158,000",1,4,234.65,297.163,"ForSale",NA
414,"Oberon","11 Gordon St, Coonabarabran","$155,000",1,2,152.283333333333,172.362,"ForSale",NA
415,"Broken Hill","201/36 Mumford Street, Port Macquarie","$150,000",1,2,747.5,1126.84,"ForSale",NA
416,"Broken Hill","36 Grosvenor Street, Narrandera","$149,000",1,5,747.5,1126.84,"ForSale",NA
417,"Broken Hill","13 Masman St, Coonabarabran","$149,500",1,3,747.5,1126.84,"ForSale",NA
418,"Aberdeen","8/97 Sutton Street, Cootamundra","$170,000",1,2,178.466666666667,251.816,"ForSale",NA
419,"Lockhart","22 Walter Street, Finley","$169,000",1,3,319.516666666667,519.498,"ForSale",NA
420,"Pooncarie","14 Becker St, Bourke","Asking $160,000",1,3,703,1137.758,"ForSale",NA
421,"Broken Hill","10 Wattle Crescent, Moree","$159,000 ROI 10.7% - 11.4%",1,3,747.5,1126.84,"ForSale",NA
422,"Coonamble","92 Plover Circuit, Sutton","$145,000",1,3,371.333333333333,517.207,"ForSale",NA
423,"Broken Hill","78 Barooga Street, Berrigan","$145,000",1,2,747.5,1126.84,"ForSale",NA
424,"South Grafton","29 Bygoo Street, Ardlethan","$139,000",1,3,380.516666666667,597.104,"ForSale",NA
425,"Turramurra","19 Durham Road, East Gresford","$125,000",1,2,28.3,23.022,"ForSale",NA
426,"Broken Hill","90 DECIMUS STREET, Deniliquin","$109,000",1,3,747.5,1126.84,"ForSale",NA
427,"Coonamble","V20/52 Wellington Dr, Nambucca Heads","$149,000",1,1,371.333333333333,517.207,"ForSale",NA
428,"Broken Hill","2 Kenny Place, Tolland","$99,000",1,3,747.5,1126.84,"ForSale",NA
429,"Scone","323 Edward Street, Moree","$89,000",1,3,191.116666666667,265.882,"ForSale",NA
430,"Kooringal","334 Auburn Street, Moree","$169,000",2,4,275,455.478,"ForSale",NA
431,"Broken Hill","11 Gypsum Street, Broken Hill","$119,000",1,4,747.5,1126.84,"ForSale",NA
432,"Port Macquarie","14 Rivett Place, Kelso","Price Guide $169,000 - $185,000",1,2,245.05,374.344,"ForSale",NA
433,"South Grafton","263 Murray Street, Finley","$95,000",1,3,380.516666666667,597.104,"ForSale",NA
434,"Winston Hills","13 Headford Street, Finley","$82,000",1,3,11.8333333333333,8.122,"ForSale",NA
435,"Broken Hill","150 Neill Street, Harden","$95,000",1,2,747.5,1126.84,"ForSale",NA
436,"Kelso","153 Taylor Street, Glen Innes","$170,000",1,2,147.9,180.4,"ForSale",NA
437,"Springfield","26 Swimming Creek Road, Nambucca Heads","$165,000",1,2,66.4333333333333,70.3,"ForSale",NA
438,"Cumnock","16 Chester Street, Inverell","$175,000",1,3,234.65,297.163,"ForSale",NA
439,"Oberon","378 Warialda Street, Moree","$159,000",1,4,152.283333333333,172.362,"ForSale",NA
440,"Broken Hill","95 Hunter Street, Glen Innes","$148,000",1,2,747.5,1126.84,"ForSale",NA
441,"Broken Hill","48 CHURCH STREET, Manilla","$160,000",1,2,747.5,1126.84,"ForSale",NA
442,"Broken Hill","45 Dalgetty Street, Narrandera","$159,000",2,3,747.5,1126.84,"ForSale",NA
443,"Aberdeen","303 Wood St, Deniliquin","Reduced NOW $135,000",1,3,178.466666666667,251.816,"ForSale",NA
444,"Lockhart","36 Hunter Terrace, Muswellbrook","FIRST NATIONAL $130,000",1,4,319.516666666667,519.498,"ForSale",NA
445,"Pooncarie","104 Maughan Street, Wellington","$124,500",1,3,703,1137.758,"ForSale",NA
447,"Coonamble","68B Thornton Street, Wellington","$110,000",1,3,371.333333333333,517.207,"ForSale",NA
448,"Broken Hill","Lot 15 Murray Riverside Village, Quicks Rd, Tocumwal","$99,000",1,3,747.5,1126.84,"ForSale",NA
449,"South Grafton","13 Charles Street, Balldale","NEW PRICE: $185,000",1,3,380.516666666667,597.104,"ForSale",NA
450,"Turramurra","86/2 Philp Parade, Tweed Heads South","$160,000 to $170,000",1,2,28.3,23.022,"ForSale",NA
451,"Broken Hill","39/85 Derrima Road, Queanbeyan","$145,000-$160,000",1,1,747.5,1126.84,"ForSale",NA
452,"Coonamble","106 Derribong Street, Peak Hill","$143,000",2,4,371.333333333333,517.207,"ForSale",NA
453,"Broken Hill","125/26 Swimming Creek Rd, Nambucca Heads","$125,000",1,2,747.5,1126.84,"ForSale",NA
454,"Scone","56 Peach Street, Mandurama","$90,000",1,1,191.116666666667,265.882,"ForSale",NA
455,"Kooringal","401 Banna Avenue, Griffith","$50,000",1,1,275,455.478,"ForSale",NA
456,"Broken Hill","38 Bruce Street, Tolland","$169,000",1,3,747.5,1126.84,"ForSale",NA
457,"Port Macquarie","12 Clarke St, Coonabarabran","$145,000",1,3,245.05,374.344,"ForSale",NA
458,"South Grafton","54 Pioneer Street, Batlow","$115000",1,1,380.516666666667,597.104,"ForSale",NA
459,"Winston Hills","183 Newton Lane, Broken Hill","$75,000",1,3,11.8333333333333,8.122,"ForSale",NA
460,"Broken Hill","5 Gardiner st, Baradine","$190,000",1,4,747.5,1126.84,"ForSale",NA
461,"Kelso","14 Old Keera Road, Bingara","$175,000",1,1,147.9,180.4,"ForSale",NA
462,"Springfield","12 Derby Street, Harden","$175,000",1,3,66.4333333333333,70.3,"ForSale",NA
463,"Cumnock","6 Nelson Street, Cowra","$185,000",1,3,234.65,297.163,"ForSale",NA
464,"Oberon","44 Tingira Street, Tamworth","$167,000",1,3,152.283333333333,172.362,"ForSale",NA
465,"Broken Hill","40 Cossa Street, Tamworth","$165,000",1,3,747.5,1126.84,"ForSale",NA
466,"Broken Hill","34/33 Karalta Road, Erina","$155,000",1,2,747.5,1126.84,"ForSale",NA
467,"Broken Hill","110 Mahonga Street, Jerilderie","$150,000.00",1,2,747.5,1126.84,"ForSale",NA
468,"Aberdeen","1933 Federation Way, Daysdale","$150000 ono",1,2,178.466666666667,251.816,"ForSale",NA
469,"Lockhart","Address available on request, Halekulani","$139,950",1,1,319.516666666667,519.498,"ForSale",NA
470,"Pooncarie","173 Adams Street, Wentworth","$135,000.00",1,2,703,1137.758,"ForSale",NA
472,"Coonamble","63 North Street, West Kempsey","$149,000 - NEW PRICE!",1,4,371.333333333333,517.207,"ForSale",NA
473,"Broken Hill","12 Bogan Street, Forbes","$130,000",1,1,747.5,1126.84,"ForSale",NA
474,"South Grafton","49 Cherry  Street, Mandurama","$165,000",1,2,380.516666666667,597.104,"ForSale",NA
475,"Turramurra","2 Weigall Street, Barraba","$100,000",1,2,28.3,23.022,"ForSale",NA
476,"Broken Hill","27 Craigie Street, Delegate","$170,000",2,3,747.5,1126.84,"ForSale",NA
477,"Coonamble","21 Cassiterite Crescent, Ardlethan","$135,000",1,3,371.333333333333,517.207,"ForSale",NA
478,"Broken Hill","30 Albert Street, South Kempsey","$130,000",1,3,747.5,1126.84,"ForSale",NA
479,"Scone","20 Wellington Street, Cowra","$190,000",1,3,191.116666666667,265.882,"ForSale",NA
480,"Kooringal","8-10 Branksome Street, Cassilis","$172,000",1,3,275,455.478,"ForSale",NA
481,"Broken Hill","Site 40 Hibiscus Gar 491 River Street, West Ballina","$165,000",1,2,747.5,1126.84,"ForSale",NA
482,"Port Macquarie","11 Beaury Street, Urbenville","$159,000",1,3,245.05,374.344,"ForSale",NA
483,"South Grafton","Address available on request, Wellington","$135,000",1,3,380.516666666667,597.104,"ForSale",NA
484,"Winston Hills","1A Mayors Avenue, Werris Creek","$122,000",1,3,11.8333333333333,8.122,"ForSale",NA
485,"Broken Hill","17,19, 21 BRADLEY STREET, Grenfell","$38,000",1,1,747.5,1126.84,"ForSale",NA
486,"Kelso","72 Jellicoe Street, Temora","$165,000  Price Reduced",1,2,147.9,180.4,"ForSale",NA
487,"Springfield","152 Gaffney Street, Broken Hill","$119,000",1,3,66.4333333333333,70.3,"ForSale",NA
488,"Cumnock","18 Ballantyne Crescent, Deniliquin","$100,000",1,3,234.65,297.163,"ForSale",NA
489,"Oberon","67 Pelican Park, Nambucca Heads","$165,000",1,1,152.283333333333,172.362,"ForSale",NA
490,"Broken Hill","50/16 Anne Lane, Chinderah","Reduced over $10,000, now $159,000",1,2,747.5,1126.84,"ForSale",NA
491,"Broken Hill","52/16 Anne Lane, Chinderah","Reduced $25,000 now $125,000 must be Sold",1,2,747.5,1126.84,"ForSale",NA
492,"Broken Hill","13 Mackrell Street, Ungarie","ASKING PRICE $88,000",1,3,747.5,1126.84,"ForSale",NA
493,"Aberdeen","14 Argyle Street, Narrandera","$165,000",1,3,178.466666666667,251.816,"ForSale",NA
494,"Lockhart","7 Murray Street, Holbrook","$125,000",1,2,319.516666666667,519.498,"ForSale",NA
495,"Pooncarie","49 Berrembed Street, Grong Grong","Reduced $75,000",1,3,703,1137.758,"ForSale",NA
496,"Broken Hill","62 Dover Street, Moree","$170,000",2,3,747.5,1126.84,"ForSale",NA
497,"Coonamble","26 Bourke Road, Leeton","$165,000",1,3,371.333333333333,517.207,"ForSale",NA
498,"Broken Hill","59 Punt Road, Barham","$160,000",1,2,747.5,1126.84,"ForSale",NA
499,"South Grafton","10 Eurimie Street, Coonamble","$150,000",1,2,380.516666666667,597.104,"ForSale",NA
500,"Turramurra","Address available on request, Warren","$123,000",1,3,28.3,23.022,"ForSale",NA
501,"Broken Hill","89 BOGAN STREET, Parkes","$175,000",1,2,747.5,1126.84,"ForSale",NA
502,"Coonamble","45 Old Coast Road, Nambucca Heads","$172,500",1,2,371.333333333333,517.207,"ForSale",NA
503,"Broken Hill","74 Macauley, Deniliquin","For Sale $179,000",1,2,747.5,1126.84,"ForSale",NA
504,"Scone","96 High Street, Warialda","$165,000",1,2,191.116666666667,265.882,"ForSale",NA
505,"Kooringal","Y8/52 Wellington Dr, Nambucca Heads","$159,000",1,2,275,455.478,"ForSale",NA
506,"Broken Hill","3 Denman Street, Cobar","$155,000",1,4,747.5,1126.84,"ForSale",NA
507,"Port Macquarie","65 Charles St, Iluka","$160,000",1,1,245.05,374.344,"ForSale",NA
508,"South Grafton","20 Ann St, Coonabarabran","$130,000",1,2,380.516666666667,597.104,"ForSale",NA
509,"Winston Hills","67 Warialda Road, Inverell","$165,000",1,2,11.8333333333333,8.122,"ForSale",NA
510,"Broken Hill","32  FITZROY STREET, Barraba","$120,000",1,3,747.5,1126.84,"ForSale",NA
511,"Kelso","142 Whiteley Street, Dunedoo","$175,000",1,3,147.9,180.4,"ForSale",NA
512,"Springfield","69 Waterview Street, Ganmain","$169,950",1,4,66.4333333333333,70.3,"ForSale",NA
513,"Cumnock","R2 Murray Riverside Village, Quicks Rd, Tocumwal","$150,000",2,3,234.65,297.163,"ForSale",NA
514,"Oberon","41 Drummond Street, Moree","$149,500",1,3,152.283333333333,172.362,"ForSale",NA
515,"Broken Hill","Lot 24 Gwabegar Road, Kenebri","$30,000",1,2,747.5,1126.84,"ForSale",NA
